fish_name,scientific_name,family,genus,gear,fisher_ID,date,month,year,village,time_decimal,total_weight,number_fish,total_sold,total_consumed
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,5,4/26/2016,4,2016,2,4.33,0.755,22,0.755,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,30,4/28/2016,4,2016,1,4.62,0.351190625,9,0.351190625,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,15,6/15/2016,6,2016,2,3.3,0.155,3,0.155,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,34,10/9/2016,10,2016,1,5.75,0.065,1,0,0.065
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,6,8/22/2016,8,2016,2,6.58,0.765,17,0.765,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,19,5/6/2016,5,2016,1,2.58,0.025,1,0,0.025
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,23,8/31/2017,8,2017,2,3.75,0.015,1,0,0.015
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,6,3/14/2016,3,2016,2,5.5,1.765,86,1.765,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,49,4/28/2016,4,2016,1,5.98,0.585317709,15,0.585317709,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,16,6/29/2016,6,2016,2,5.97,0.565,29,0.565,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,6,9/14/2017,9,2017,2,4.33,0.293,8,0.293,0
kisaka,Leptomelanosoma indicum,NA,Leptomelanosoma,1,9,6/15/2016,6,2016,2,3.92,0.2,5,0.2,0
lagnaoramena,Atule mate,Carangidae,Atule,8,3,11/26/2016,11,2016,2,4.58,1.72,8,1.72,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,4/18/2016,4,2016,2,4.33,0.12,2,0,0.12
lagnaoramena,Atule mate,Carangidae,Atule,1,13,9/26/2016,9,2016,5,3.67,4.224,66,4.224,0
lagnaoramena,Atule mate,Carangidae,Atule,1,13,6/15/2016,6,2016,2,5.75,0.785,10,0.785,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,9/21/2016,9,2016,2,6.42,0.045,1,0,0.045
lagnaoramena,Atule mate,Carangidae,Atule,1,17,9/19/2016,9,2016,2,3.57,0.385,5,0.385,0
lagnaoramena,Atule mate,Carangidae,Atule,1,9,5/20/2017,5,2017,2,3.17,0.295,4,0.295,0
lagnaoramena,Atule mate,Carangidae,Atule,1,36,10/14/2016,10,2016,1,3.28,1.529775418,16,1.529775418,0
lagnaoramena,Atule mate,Carangidae,Atule,2,48,10/15/2016,10,2016,1,4.75,0.12,1,0.12,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,9/24/2017,9,2017,2,6.58,0.033,1,0,0.033
lagnaoramena,Atule mate,Carangidae,Atule,1,7,3/22/2016,3,2016,2,4.5,0.21,5,0.21,0
lagnaoramena,Atule mate,Carangidae,Atule,1,15,6/15/2016,6,2016,2,3.3,0.1,1,0,0.1
lagnaoramena,Atule mate,Carangidae,Atule,1,18,5/20/2017,5,2017,2,3.67,0.425,5,0.425,0
lagnaoramena,Atule mate,Carangidae,Atule,1,5,6/12/2016,6,2016,4,2.25,0.426,3,0.426,0
lagnaoramena,Atule mate,Carangidae,Atule,1,10,4/26/2016,4,2016,2,4.33,1.465,5,1.465,0
lagnaoramena,Atule mate,Carangidae,Atule,1,16,9/22/2016,9,2016,2,3.32,0.94,13,0.94,0
lagnaoramena,Atule mate,Carangidae,Atule,1,9,1/28/2017,1,2017,2,3.17,0.895,7,0.895,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,6/29/2016,6,2016,2,5.97,0.06,1,0,0.06
lagnaoramena,Atule mate,Carangidae,Atule,8,9,11/26/2016,11,2016,2,4.75,0.06,1,0.06,0
lagnaoramena,Atule mate,Carangidae,Atule,1,39,9/28/2016,9,2016,1,3.25,6.692767455,70,6.692767455,0
lagnaoramena,Atule mate,Carangidae,Atule,2,3,4/26/2016,4,2016,2,2.83,2.08,52,0,2.08
lagnaoramena,Atule mate,Carangidae,Atule,1,13,5/12/2016,5,2016,2,3.83,0.26,4,0,0.26
lagnaoramena,Atule mate,Carangidae,Atule,1,9,5/8/2016,5,2016,2,3.33,0.09,2,0,0.09
lagnaoramena,Atule mate,Carangidae,Atule,1,42,9/23/2016,9,2016,1,5.25,7.457655164,78,7.457655164,0
lagnaoramena,Atule mate,Carangidae,Atule,1,9,5/30/2016,5,2016,2,4.33,0.09,2,0,0.09
lagnaoramena,Atule mate,Carangidae,Atule,1,13,9/26/2016,9,2016,2,3.5,0.415,4,0.415,0
lagnaoramena,Atule mate,Carangidae,Atule,2,3,5/8/2016,5,2016,2,2.17,1.62,42,0,1.62
lagnaoramena,Atule mate,Carangidae,Atule,1,6,10/27/2016,10,2016,2,4.42,0.775,5,0.775,0
lagnaoramena,Atule mate,Carangidae,Atule,1,22,10/15/2016,10,2016,1,3.78,0.956109636,10,0.956109636,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,1/28/2017,1,2017,2,4.58,0.1,1,0,0.1
lagnaoramena,Atule mate,Carangidae,Atule,1,16,4/26/2016,4,2016,2,5.5,0.19,5,0.19,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,10/17/2016,10,2016,2,3.67,0.068,1,0,0.068
lagnaoramena,Atule mate,Carangidae,Atule,1,36,10/9/2016,10,2016,1,5.33,0.255,1,0,0.255
lagnaoramena,Atule mate,Carangidae,Atule,2,25,2/24/2017,2,2017,2,2.33,0.075,1,0,0.075
lagnaoramena,Atule mate,Carangidae,Atule,1,14,9/23/2016,9,2016,1,6.5,8.4137648,88,8.4137648,0
lagnaoramena,Atule mate,Carangidae,Atule,1,17,8/22/2016,8,2016,2,4.22,1.635,22,1.635,0
lagnaoramena,Atule mate,Carangidae,Atule,1,10,5/30/2016,5,2016,2,4.07,0.135,3,0,0.135
lagnaoramena,Atule mate,Carangidae,Atule,1,8,4/30/2017,4,2017,2,4.08,0.24,2,0,0.24
lagnaoramena,Atule mate,Carangidae,Atule,1,39,9/23/2016,9,2016,1,2.3,0.095610964,1,0.095610964,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,6/29/2016,6,2016,2,5.97,0.08,2,0.08,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,4/22/2016,4,2016,2,5.5,0.39,7,0.39,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,4/22/2016,4,2016,2,5.5,0.07,2,0.07,0
lagnaoramena,Atule mate,Carangidae,Atule,1,5,4/22/2016,4,2016,2,4.33,0.075,2,0,0.075
lagnaoramena,Atule mate,Carangidae,Atule,1,6,4/1/2017,4,2017,2,4.33,2.07,25,1.965,0.105
lagnaoramena,Atule mate,Carangidae,Atule,1,6,3/14/2016,3,2016,2,5.5,0.565,14,0.565,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,2/24/2017,2,2017,2,5.9,0.09,1,0,0.09
lagnaoramena,Atule mate,Carangidae,Atule,1,14,7/22/2016,7,2016,2,4.33,0.035,1,0.035,0
lagnaoramena,Atule mate,Carangidae,Atule,1,9,8/22/2016,8,2016,2,3.42,0.145,2,0.145,0
lagnaoramena,Atule mate,Carangidae,Atule,1,17,6/19/2016,6,2016,4,3,0.085,1,0.085,0
lagnaoramena,Atule mate,Carangidae,Atule,1,17,9/22/2016,9,2016,2,3.75,1.965,11,1.965,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,3/22/2016,3,2016,2,4.08,0.709,19,0.709,0
lagnaoramena,Atule mate,Carangidae,Atule,2,3,3/14/2016,3,2016,2,4.33,0.35,10,0,0.35
lagnaoramena,Atule mate,Carangidae,Atule,8,8,5/27/2017,5,2017,2,3.42,0.195,2,0.195,0
lagnaoramena,Atule mate,Carangidae,Atule,1,15,9/19/2016,9,2016,2,4.25,0.235,1,0.235,0
lagnaoramena,Atule mate,Carangidae,Atule,1,45,10/14/2016,10,2016,1,5,0.764887709,8,0.764887709,0
lagnaoramena,Atule mate,Carangidae,Atule,1,2,2/9/2016,2,2016,1,5.75,0.115,1,0.115,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,8/5/2016,8,2016,2,4.33,0.055,1,0,0.055
lagnaoramena,Atule mate,Carangidae,Atule,1,2,10/29/2016,10,2016,3,1.63,0.43,4,0,0.43
lagnaoramena,Atule mate,Carangidae,Atule,1,11,10/23/2016,10,2016,2,1.67,2.64,10,2.64,0
lagnaoramena,Atule mate,Carangidae,Atule,1,18,9/17/2017,9,2017,2,5.58,0.443,6,0.443,0
lagnaoramena,Atule mate,Carangidae,Atule,1,5,1/31/2017,1,2017,3,3.33,0.58,6,0.58,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,3/26/2016,3,2016,2,3.42,0.125,1,0,0.125
lagnaoramena,Atule mate,Carangidae,Atule,8,31,8/6/2016,8,2016,1,3.47,0.478054818,5,0.478054818,0
lagnaoramena,Atule mate,Carangidae,Atule,1,13,11/26/2016,11,2016,2,7.25,0.365,3,0,0.365
lagnaoramena,Atule mate,Carangidae,Atule,1,38,9/28/2016,9,2016,1,3.62,0.669276745,7,0.669276745,0
lagnaoramena,Atule mate,Carangidae,Atule,1,35,9/30/2016,9,2016,1,3.95,4.780548182,50,4.780548182,0
lagnaoramena,Atule mate,Carangidae,Atule,1,15,10/15/2016,10,2016,1,6,2.007830236,21,2.007830236,0
lagnaoramena,Atule mate,Carangidae,Atule,1,29,10/9/2016,10,2016,1,5.13,0.44,2,0,0.44
lagnaoramena,Atule mate,Carangidae,Atule,1,6,1/13/2017,1,2017,2,1.83,0.235,2,0,0.235
lagnaoramena,Atule mate,Carangidae,Atule,1,14,6/29/2016,6,2016,2,4.75,0.07,1,0,0.07
lagnaoramena,Atule mate,Carangidae,Atule,1,38,10/14/2016,10,2016,1,3.07,0.573665782,6,0.573665782,0
lagnaoramena,Atule mate,Carangidae,Atule,1,9,10/27/2016,10,2016,2,3.15,3.81,28,3.81,0
lagnaoramena,Atule mate,Carangidae,Atule,1,23,11/13/2016,11,2016,3,2.2,0.26,3,0,0.26
lagnaoramena,Atule mate,Carangidae,Atule,1,13,10/25/2016,10,2016,2,3.42,1.915,14,1.915,0
lagnaoramena,Atule mate,Carangidae,Atule,1,21,8/23/2016,8,2016,5,4.5,2.052,36,2.052,0
lagnaoramena,Atule mate,Carangidae,Atule,1,13,6/29/2016,6,2016,2,4.75,0.085,1,0,0.085
lagnaoramena,Atule mate,Carangidae,Atule,1,17,10/26/2016,10,2016,2,4.8,0.2,1,0.2,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,10/18/2016,10,2016,2,2.22,0.14,1,0,0.14
lagnaoramena,Atule mate,Carangidae,Atule,1,8,6/21/2017,6,2017,2,3.83,0.25,2,0.25,0
lagnaoramena,Atule mate,Carangidae,Atule,1,23,7/11/2017,7,2017,2,4,0.085,1,0,0.085
lagnaoramena,Atule mate,Carangidae,Atule,1,10,4/22/2016,4,2016,2,4.33,0.3,7,0.3,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,10/17/2016,10,2016,2,3.67,0.245,3,0.245,0
lagnaoramena,Atule mate,Carangidae,Atule,1,5,12/18/2016,12,2016,3,1.47,0.05,1,0,0.05
lagnaoramena,Atule mate,Carangidae,Atule,1,16,9/17/2017,9,2017,2,4.4,0.443,6,0.443,0
lagnaoramena,Atule mate,Carangidae,Atule,1,26,5/15/2017,5,2017,3,3.1,1.98,22,1.81,0.17
lagnaoramena,Atule mate,Carangidae,Atule,1,6,4/18/2016,4,2016,2,4.33,0.76,14,0.76,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,3/29/2017,3,2017,2,5.08,0.21,3,0.21,0
lagnaoramena,Atule mate,Carangidae,Atule,1,1,10/23/2016,10,2016,5,4.5,1.86,62,1.86,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,12/9/2016,12,2016,2,3.5,1.45,4,0,1.45
lagnaoramena,Atule mate,Carangidae,Atule,1,5,5/30/2016,5,2016,2,4.07,0.04,1,0,0.04
lagnaoramena,Atule mate,Carangidae,Atule,1,14,6/15/2016,6,2016,2,5.75,0.09,2,0,0.09
lagnaoramena,Atule mate,Carangidae,Atule,1,18,6/21/2017,6,2017,2,3.25,0.56,5,0.56,0
lagnaoramena,Atule mate,Carangidae,Atule,1,16,8/5/2016,8,2016,2,4.4,0.445,6,0.445,0
lagnaoramena,Atule mate,Carangidae,Atule,1,5,3/14/2016,3,2016,2,2.67,0.68,18,0.68,0
lagnaoramena,Atule mate,Carangidae,Atule,1,28,6/9/2017,6,2017,4,3,0.285,1,0.285,0
lagnaoramena,Atule mate,Carangidae,Atule,1,18,5/27/2017,5,2017,2,2.5,0.11,1,0,0.11
lagnaoramena,Atule mate,Carangidae,Atule,1,6,5/27/2017,5,2017,2,4,0.815,8,0.625,0.19
lagnaoramena,Atule mate,Carangidae,Atule,1,8,4/1/2017,4,2017,2,4.17,0.8,9,0.8,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,3/29/2017,3,2017,2,3.5,0.09,1,0,0.09
lagnaoramena,Atule mate,Carangidae,Atule,1,8,10/23/2016,10,2016,2,4.75,0.35,4,0,0.35
lagnaoramena,Atule mate,Carangidae,Atule,1,27,9/23/2016,9,2016,1,2.33,0.573665782,6,0.573665782,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,9/21/2016,9,2016,2,6.42,0.32,4,0.32,0
lagnaoramena,Atule mate,Carangidae,Atule,1,8,9/23/2016,9,2016,5,3.83,3.654,58,3.654,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,2/23/2017,2,2017,2,3.4,2.425,28,2.425,0
lagnaoramena,Atule mate,Carangidae,Atule,1,6,4/18/2016,4,2016,2,4.33,1.59,33,1.59,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,5,4/19/2016,4,2016,4,2,0.28,1,0,0.28
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,2/22/2017,2,2017,1,3.25,0.035,1,0,0.035
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,38,10/20/2016,10,2016,1,3.5,3.547470648,8,3.547470648,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,5/23/2017,5,2017,1,7.17,3.104036817,7,3.104036817,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,1,5/27/2016,5,2016,5,1.5,0.77,55,0.77,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,7,2,5/22/2017,5,2017,4,1.5,0.665,1,0,0.665
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,5/8/2016,5,2016,2,4,2.29,21,2.29,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,12,4/28/2016,4,2016,1,2.75,0.075,1,0,0.075
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,10,7/22/2016,7,2016,3,5.82,0.105,1,0.105,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,47,4/23/2016,4,2016,1,3.9,15.52018409,35,15.52018409,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,47,8/12/2016,8,2016,1,4.58,10.64241195,24,10.64241195,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,3/14/2016,3,2016,2,2.5,0.408,2,0,0.408
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,28,4/28/2016,4,2016,1,3.67,0.08,2,0,0.08
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,8/5/2016,8,2016,2,3.17,0.505,1,0,0.505
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,27,2/11/2017,2,2017,3,2.93,0.33,12,0,0.33
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,34,8/23/2016,8,2016,1,7,7.981808959,18,7.981808959,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,14,7/22/2016,7,2016,3,3.85,0.05,2,0,0.05
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,32,2/15/2017,2,2017,1,3.08,0.09,1,0.09,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,17,5/14/2016,5,2016,4,16,0.61,1,0,0.61
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,15,10/25/2016,10,2016,4,2.5,1.004,1,0,1.004
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,30,5/29/2016,5,2016,1,4.3,6.651507466,15,6.651507466,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,34,9/28/2016,9,2016,1,4.25,5.5,1,5.5,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,9/30/2016,9,2016,1,6.25,7.094941297,16,7.094941297,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,10,2/11/2017,2,2017,3,2,0.065,1,0,0.065
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,10,4/19/2016,4,2016,4,3.5,0.957,3,0,0.957
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,4,4/26/2017,4,2017,1,4.45,0.095,2,0,0.095
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,10,3/25/2017,3,2017,3,2.57,0.3,12,0.3,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,1,7/28/2016,7,2016,5,3.33,1.108,29,1.108,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,8,12/1/2016,12,2016,5,5.67,3.266,46,3.266,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,34,11/10/2016,11,2016,4,4,0.795,3,0.795,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,14,4/23/2016,4,2016,1,6.8,26.60602986,60,26.60602986,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,9,2/26/2016,2,2016,1,6,2.660602986,6,2.660602986,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,13,4/20/2017,4,2017,2,7.58,1.93,1,0,1.93
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,13,3/25/2017,3,2017,3,2.32,0.31,9,0,0.31
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,1,2/15/2017,2,2017,1,3.5,0.025,1,0,0.025
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,54,1/25/2017,1,2017,1,3.83,3.547470648,8,3.547470648,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,4/22/2016,4,2016,2,2.5,0.5,1,0.5,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,1/11/2017,1,2017,1,3.75,3.547470648,8,3.547470648,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,6/29/2016,6,2016,2,3.33,3.2,18,2.395,0.805
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,42,10/20/2016,10,2016,1,2.48,1.773735324,4,1.773735324,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,4,3/29/2016,3,2016,5,5,4.864,76,4.864,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,29,7/24/2017,7,2017,1,5.53,0.125,1,0,0.125
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,23,11/13/2016,11,2016,3,2.2,0.045,1,0,0.045
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,34,5/23/2017,5,2017,1,6.9,10.64241195,24,10.64241195,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,7,3/31/2016,3,2016,5,5.5,5.751,81,5.751,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,4/22/2016,4,2016,5,1,1.11,74,1.11,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,29,4/26/2017,4,2017,1,7.42,0.443433831,1,0.443433831,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,20,2/11/2016,2,2016,4,2.3,1.3,4,1.3,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,4/23/2016,4,2016,3,1.62,0.266,14,0.266,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,34,7/20/2016,7,2016,1,4,0.886867662,2,0.886867662,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,21,2/26/2016,2,2016,1,2.62,0.085,2,0,0.085
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,49,2/9/2016,2,2016,1,6.5,1.773735324,4,1.773735324,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,3/18/2016,3,2016,1,5.58,1.29,7,1.29,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,19,7/23/2016,7,2016,5,3.17,1.297,3,1.297,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,30,12/13/2016,12,2016,1,6,3.104036817,7,3.104036817,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,49,10/20/2016,10,2016,1,4,2.660602986,6,2.660602986,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,3,5/8/2016,5,2016,2,2.17,0.07,1,0,0.07
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,1,2/22/2017,2,2017,1,5.02,0.42,2,0,0.42
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,14,4/20/2017,4,2017,2,6.42,4.14,1,4.14,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,41,3/24/2017,3,2017,4,2.17,0.193,3,0,0.193
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,41,10/9/2016,10,2016,1,4.87,7.545,2,7.545,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,5/8/2016,5,2016,2,4,1.09,6,1.09,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,4/28/2016,4,2016,1,4.77,1.330301493,3,1.330301493,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,47,6/16/2016,6,2016,1,4.75,0.125,1,0.125,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,15,8/6/2016,8,2016,1,4.5,0.37,2,0,0.37
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,49,2/22/2016,2,2016,1,5.75,0.886867662,2,0.886867662,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,10,2/11/2017,2,2017,1,4.5,1.330301493,3,1.330301493,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,33,7/8/2016,7,2016,1,3.17,3.104036817,7,3.104036817,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,18,2/15/2017,2,2017,4,1.67,0.235,1,0,0.235
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,7/23/2017,7,2017,1,6.92,5.321205973,12,5.321205973,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,35,5/14/2016,5,2016,1,3.68,0.125,1,0,0.125
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,41,3/18/2016,3,2016,1,5.5,0.745,5,0.565,0.18
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,41,10/15/2016,10,2016,1,5.45,15.445,2,15.445,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,48,10/15/2016,10,2016,1,4.75,1.773735324,4,1.773735324,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,8,1/30/2017,1,2017,5,5.17,2.562,42,2.562,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,42,1/11/2017,1,2017,1,4.17,8.868676621,20,8.868676621,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,19,6/17/2017,6,2017,4,1.83,0.825,2,0,0.825
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,4/26/2016,4,2016,2,2.5,0.715,7,0,0.715
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,5,6/12/2016,6,2016,4,2.25,0.971,5,0.971,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,52,2/22/2017,2,2017,1,3.38,0.12,2,0.095,0.025
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,1/24/2017,1,2017,2,3.75,1.94,4,1.045,0.895
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,38,10/26/2016,10,2016,1,2.75,0.095,1,0,0.095
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,14,5/29/2016,5,2016,1,5.35,6.651507466,15,6.651507466,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,28,6/17/2017,6,2017,4,2.33,0.115,1,0.115,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,22,8/23/2016,8,2016,1,4.25,0.11,1,0,0.11
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,9,10/9/2016,10,2016,4,3,2.997,4,0,2.997
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,18,12/12/2016,12,2016,4,2.5,0.47,2,0,0.47
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,8,4/23/2016,4,2016,1,5,0.045,1,0.045,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,5,4/12/2016,4,2016,4,2.33,1.047,5,1.047,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,41,2/22/2016,2,2016,1,6.25,1.325,1,0,1.325
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,11,5/11/2017,5,2017,2,2.25,0.84,2,0.84,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,16,2/27/2017,2,2017,1,8.63,60.30700102,136,60.30700102,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,27,1/11/2017,1,2017,1,3.5,0.105,1,0,0.105
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,8/9/2016,8,2016,2,4.17,1.93,4,1.93,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,19,5/14/2016,5,2016,4,4.33,0.536,7,0,0.536
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,14,2/22/2017,2,2017,1,6.25,2.660602986,6,2.660602986,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,14,4/23/2016,4,2016,4,2,0.528,1,0,0.528
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,2,3/12/2016,3,2016,3,2.28,0.122,2,0,0.122
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,10,2/24/2017,2,2017,4,3.5,8.525,164,8.525,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,36,2/22/2017,2,2017,1,7.42,10.64241195,24,10.64241195,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,5,3/25/2017,3,2017,3,3.03,0.025,1,0,0.025
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,9,5/15/2017,5,2017,3,2.53,0.32,8,0.32,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,22,6/12/2016,6,2016,4,1.5,0.57,3,0.57,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,3,4/13/2017,4,2017,2,3.83,0.735,7,0,0.735
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,6,3/31/2016,3,2016,5,2.5,5.329,73,5.329,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,2,3,9/14/2017,9,2017,2,6.9,0.303,1,0,0.303
lagnaorana,Caranx ignobilis,Carangidae,Caranx,8,30,10/20/2016,10,2016,1,1,1.330301493,3,1.330301493,0
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,2,9/17/2017,9,2017,2,4.17,0.303,1,0,0.303
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,18,11/10/2016,11,2016,4,4.5,1.425,5,0,1.425
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,22,3/25/2017,3,2017,3,3.85,0.09,3,0,0.09
lagnaorana,Caranx ignobilis,Carangidae,Caranx,1,18,4/20/2017,4,2017,2,3.25,0.635,2,0.635,0
